faval,fakdm,fakdul,fa01b,fakduk,facu33,fabelu,fakunr,fadato,fadaff,faavdr,faopko,fajour,faggrp,faaccn,faexra,fafrbn,falevn,famade,faagrn,fataxa,facuri,facd12,facd13,facd21,facd22,facd23,facd31,faavd,faopd,fali,favk,fabeln,fakda,fask,fafakt,famnd,facd32,favt,facc,faamou
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53010,1,IAV,-34,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53011,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53011,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001953,,0,0,0,0,,0,0,,,,,,,,1,53011,3,UTK,1140,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53011,4,IAV,-34,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53012,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53012,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001954,,0,0,0,0,,0,0,,,,,,,,1,53012,3,UTK,1140,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53012,4,IAV,-34,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53013,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53013,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001955,,0,0,0,0,,0,0,,,,,,,,1,53013,3,UTK,1140,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53013,4,IAV,-34,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53014,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53014,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001956,,0,0,0,0,,0,0,,,,,,,,1,53014,3,UTK,1140,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53014,4,IAV,-34,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,20001123,20071200,1,O,123,BI,30100,0,0,0,,0,0,,,,,,,,1,53015,1,FAK,40,B,K,283269,11,,,20,0
NOK,J,,,,,0,30,20001123,20071200,1,O,123,CI,30200,0,0,0,,0,0,,,,,,,,1,53015,2,SPE,500,B,K,283269,11,,,20,0
NOK,J,,,B,,0,30,20001123,20071200,1,O,123,II,30300,0,0,0,,0,0,,,,,,,,1,53015,3,UTK,1140,B,K,283269,11,,,20,0
NOK,N,J,,,NOK,0,30,20001123,20071200,1,O,123,FI,30200,0,0,0,,0,0,,,,,,,,1,53015,4,FRA,15000,M,K,283269,11,,,20,0
NOK,J,,,,NOK,0,30,20001123,20071200,1,O,123,AI,30100,0,0,0,,0,0,,,,,,,,1,53015,5,DIV,150,E,K,283269,11,,LASTING UTEN RAMPE,20,0
NOK,J,,,,NOK,0,30,20001123,20071200,1,O,123,FI,30100,0,0,0,,0,0,,,,,,,,1,53015,6,UTL,300,B,K,283269,11,,,20,0
NOK,N,,,B,NOK,80,30,20001127,20111200,1,O,123,EI,30200,0,0,0,,0,0,,,,,,,,1,53015,7,TER,100,M,K,283271,11,,,20,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53015,8,IAV,-34,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53017,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53017,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001958,,0,0,0,0,,0,0,,,,,,,,1,53017,3,UTK,1140,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53017,4,IAV,-1125,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53019,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53019,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001960,,0,0,0,0,,0,0,,,,,,,,1,53019,3,UTK,37020,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53019,4,IAV,-1125,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,20011101,20011115,1,O,112,FK,0,0,0,5000,,0,0,NOK,,,,,,,1,53019,5,FRA,-1000,K,K,22220,11,,SINGAPORE AIRLI S:11,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53020,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53020,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001962,,0,0,0,0,,0,0,,,,,,,,1,53020,3,UTK,37020,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53020,4,IAV,-1125,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,J,J,,,NOK,0,1,20001201,20001215,1,O,123,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,1,FRA,1000,M,K,283272,11,,,20,0
NOK,J,,,,NOK,0,1,20001201,20001215,1,O,123,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,2,UTL,200,A,K,283272,11,,,20,0
NOK,J,J,,,NOK,0,1,20001219,20010102,1,O,126,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,3,FRA,500,E,K,283281,11,,,20,0
NOK,J,,,,NOK,0,1,20001219,20010102,1,O,126,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,4,UTL,100,A,K,283281,11,,,20,0
NOK,J,J,,,NOK,0,30,20010101,20010115,1,O,126,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,5,FRA,1000,M,S,283282,11,,,20,0
NOK,N,,,,NOK,0,30,20010101,20010115,1,O,126,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,6,UTL,20,B,S,283282,11,,,20,0
NOK,J,J,,,NOK,0,30,20001219,20010102,1,O,127,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,7,FRA,1000,M,S,283283,11,,,20,0
NOK,N,,,,NOK,0,30,20001219,20010102,1,O,127,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,8,UTL,20,B,S,283283,11,,,20,0
NOK,J,J,,,NOK,0,30,20010101,20010115,1,O,127,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,9,FRA,1000,M,S,283284,11,,,20,0
NOK,N,,,,NOK,0,30,20010101,20010115,1,O,127,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53022,10,UTL,20,B,S,283284,11,,,20,0
NOK,N,,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53023,1,FAK,40,B,F,0,0,,,0,0
NOK,J,,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53023,2,SPE,150,B,F,0,0,,,0,0
NOK,J,,,B,,0,0,0,0,0,,1001967,,0,0,0,0,,0,0,,,,,,,,1,53023,3,UTK,200,B,F,0,0,,,0,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53025,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53025,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001968,,0,0,0,0,,0,0,,,,,,,,1,53025,3,UTK,37020,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53025,4,IAV,-1125,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53028,1,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53028,2,SPE,500,B,K,0,0,,,0,0
NOK,J,,,B,,0,30,0,0,0,,1001969,,0,0,0,0,,0,0,,,,,,,,1,53028,3,UTK,37020,B,K,0,0,,,0,0
NOK,N,,,,,0,30,20051109,20051123,1,O,193,FI,99999,0,0,0,,0,0,NOK,,,,,,,1,53029,0,FRA,1200,S,S,283608,10,,,20,0
NOK,N,,,,,0,30,20051109,20051123,1,O,193,BI,30100,0,0,0,,0,0,NOK,,,,,,,1,53029,1,OIL,30,S,S,283608,10,,,20,0
NOK,N,,,,,0,72,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53030,1,FAK,40,B,F,0,0,,,0,0
NOK,J,,,,,0,72,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53030,2,SPE,500,B,F,0,0,,,0,0
NOK,J,,,B,,0,72,0,0,0,,1001970,,0,0,0,0,,0,0,,,,,,,,1,53030,3,UTK,1140,B,F,0,0,,,0,0
NOK,N,,,,,0,30,20001215,20001229,1,O,126,BI,30100,0,0,0,,0,0,NOK,,,,,,,1,53031,1,FAK,40,B,K,283278,12,,,20,0
NOK,J,,,,,0,30,20001215,20001229,1,O,126,CI,30200,0,0,0,,0,0,NOK,,,,,,,1,53031,2,SPE,150,B,K,283278,12,,,20,0
NOK,J,,,N,NOK,0,30,20001215,20001229,1,O,126,II,30300,0,0,0,,0,0,NOK,,,,,,,1,53031,3,UTK,200,E,K,283278,12,,,20,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53031,4,IAV,0,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,19980601,19980615,10,O,111,FK,0,0,0,1,,0,0,NOK,,,,,,,1,53031,5,FOR,-250,K,K,739,11,,TOTEN TRANSPORT S:11,20,0
NOK,N,,,,,0,30,20011101,20011115,1,O,112,FK,0,0,0,1,,0,0,NOK,,,,,,,1,53031,6,FRA,-5000,K,K,22221,11,,TOTEN TRANSPORT S:11,20,0
NOK,N,,,,,0,30,20001215,20001229,1,O,126,BI,30100,0,0,0,,0,0,NOK,,,,,,,1,53032,1,FAK,40,B,K,283279,4,,,20,0
NOK,J,,,,,0,30,20001215,20001229,1,O,126,CI,30200,0,0,0,,0,0,NOK,,,,,,,1,53032,2,SPE,150,B,K,283279,4,,,20,0
NOK,J,J,,,NOK,0,30,20001231,20010114,1,O,126,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53032,3,FRA,12000,M,K,283280,12,,,20,0
NOK,J,,,,NOK,0,30,20001231,20010114,1,O,126,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53032,4,UTL,240,B,K,283280,12,,,20,0
NOK,N,,,,,0,30,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53032,5,IAV,0,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,30,19981127,19981014,1,O,111,IK,0,0,0,5000,,0,0,NOK,,,,,,,1,53032,6,UTK,-1113,K,K,10159,11,,SINGAPORE AIRLI S:11,20,0
NOK,J,,,,,0,20,20010625,20010709,1,O,133,BI,30100,0,0,0,,0,0,NOK,,L,,,,,1,53036,1,LO1,75,L,K,283299,12,,,20,0
NOK,J,,,,,0,20,20010625,20010709,1,O,133,AI,30100,0,0,0,,0,0,NOK,,L,,,,,1,53036,2,HA1,172,L,K,283299,12,,,20,0
NOK,J,,,,,0,20,20010625,20010709,1,O,133,AI,30100,0,0,0,,0,0,NOK,,L,,,,,1,53036,3,HA2,250,L,K,283299,12,,,20,0
NOK,J,,,,,0,176,0,0,0,,0,,0,0,0,0,,0,0,,,L,,,,,1,53037,1,HA1,108,L,S,0,0,,,0,0
NOK,J,,,,,0,176,0,0,0,,0,,0,0,0,0,,0,0,,,L,,,,,1,53037,2,HAN,186,L,S,0,0,,,0,0
NOK,J,,,,,0,176,0,0,0,,0,,0,0,0,0,,0,0,,,L,,,,,1,53037,3,HA2,1170,L,S,0,0,,,0,0
NOK,N,,,,,0,27,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53039,0,FRA,0,B,S,0,0,,,0,0
NOK,N,,,,,0,72,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53040,0,FRA,0,M,S,0,0,,,0,0
NOK,N,,,,,0,72,0,0,1,O,0,BK,0,0,0,0,,0,0,,,,,,,,1,53040,2,FRA,-680,K,S,813,9,,AVREGNING HOVEDTRANS,20,0
NOK,N,,,,,0,1,20011106,0,1,O,34,DK,31100,0,0,0,,0,0,,,,,,,,1,53040,3,FRA,-200,I,I,500312,8,,,20,0
EUR,N,J,,,NOK,0,70,20070828,20070911,1,O,206,FI,99999,0,0,0,,0,0,NOK,,,,,,,1,53041,0,FRA,60,C,S,283695,1,,,20,0
DEM,N,J,,,NOK,0,70,20070828,20070911,1,O,206,HI,30100,0,0,0,,0,0,NOK,,,,,,,1,53041,1,SEA,2407,C,S,283695,1,,,20,0
NOK,N,,,,,0,70,20070828,20070911,1,O,206,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53041,2,UTL,49,C,S,283695,1,,,20,0
EUR,N,J,,,NOK,0,70,20070828,20070828,1,O,207,FI,99999,0,0,0,,0,0,NOK,,,,,,,1,53041,3,FRA,-60,C,S,283697,1,,,20,0
DEM,N,J,,,NOK,0,70,20070828,20070828,1,O,207,HI,30100,0,0,0,,0,0,NOK,,,,,,,1,53041,4,SEA,-2407,C,S,283697,1,,,20,0
NOK,N,,,,,0,70,20070828,20070828,1,O,207,FI,30100,0,0,0,,0,0,NOK,,,,,,,1,53041,5,UTL,-49,C,S,283697,1,,,20,0
NOK,N,J,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53042,0,FRA,14000,M,S,0,0,,,0,0
NOK,N,,,N,NOK,0,70,20070515,0,1,O,59,BK,30200,0,0,0,,0,0,,,,,,,,1,53042,2,TER,-590,E,I,900024,1,,,20,0
NOK,N,,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53042,5,UTL,280,B,S,0,0,,,0,0
NOK,N,,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53042,6,OIL,-1400,M,S,0,0,,,0,0
NOK,N,,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53043,0,FRA,0,B,S,0,0,,,0,0
DEM,N,J,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53043,1,SEA,0,A,S,0,0,,,0,0
NOK,N,J,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53044,0,FRA,6000,M,S,0,0,,,0,0
DEM,N,J,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53044,1,SEA,6075,E,S,0,0,,,0,0
NOK,N,,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53044,8,UTL,242,B,S,0,0,,,0,0
NOK,N,,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53044,9,OIL,150,M,S,0,0,,,0,0
NOK,N,,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53045,0,FRA,0,B,S,0,0,,,0,0
DEM,N,J,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53045,1,SEA,0,A,S,0,0,,,0,0
NOK,J,,,,,0,28,19990510,19990819,1,O,105,,0,0,0,68,,0,0,NOK,,,,,,,1,53046,1,115,-406,K,K,555555,2,,Color Line Oslo S:11,20,0
NOK,N,,,,,0,71,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53047,1,HAN,250,A,S,0,0,,,0,0
NOK,N,,,B,,0,71,0,0,0,,1001979,,0,0,0,0,,0,0,,,,,,,,1,53047,2,INH,370,A,S,0,0,,,0,0
NOK,N,,,B,,0,71,0,0,0,,1001980,,0,0,0,0,,0,0,,,,,,,,1,53047,3,UTK,370,A,S,0,0,,,0,0
NOK,J,,,,,0,67,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53047,4,FAK,40,B,K,0,0,,,0,0
NOK,J,,,,,0,67,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53047,5,FOR,250,B,K,0,0,,,0,0
NOK,N,J,D,S,,0,67,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53047,6,LAG,0,B,K,0,0,,,0,0
NOK,J,,,,,0,67,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53047,7,SPE,250,B,K,0,0,,,0,0
NOK,J,,L,,,0,67,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53047,8,TAR,0,B,K,0,0,,,0,0
DEM,N,,,,,0,2,20150929,20151013,1,O,234,BI,30100,0,0,0,,0,0,DEM,,,,14,,,1,53048,1,FAK,18,E,K,284012,1,,,20,0
DEM,J,,,B,DEM,10,2,20150929,20151013,1,O,234,CI,30101,0,0,1,,0,0,DEM,,,,14,,,1,53048,2,SPE,69,E,K,284012,1,,,20,0
DEM,J,,,B,DEM,10,2,20150929,20151013,1,O,234,II,30300,0,0,0,,0,0,DEM,,,,14,,,1,53048,3,UTK,93,E,K,284012,1,,,20,0
NOK,N,,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53049,1,FOR,110,A,F,0,0,,,0,0
NOK,J,,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53050,1,FAK,40,B,F,0,0,,,0,0
NOK,N,J,,B,,0,0,0,0,0,,1001982,,0,0,0,0,,0,0,,,,,,,,1,53050,2,FFI,0,B,F,0,0,,,0,0
NOK,J,,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53050,3,FOR,250,B,F,0,0,,,0,0
NOK,N,J,D,S,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53050,4,LAG,0,B,F,0,0,,,0,0
NOK,J,,,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53050,5,SPE,250,B,F,0,0,,,0,0
NOK,J,,L,,,0,0,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53050,6,TAR,0,B,F,0,0,,,0,0
NOK,J,,,,,0,176,0,0,0,,0,,0,0,0,0,,0,0,,,L,,,,,1,53051,1,HA2,1100,L,K,0,0,,,0,0
NOK,J,,,,,0,176,20020301,20020311,1,O,135,AI,30100,0,0,0,,0,0,,,L,,,,,1,53052,1,HA1,108,S,S,283337,1,,3,20,0
NOK,J,,,,,0,176,20020301,20020311,1,O,135,AI,30100,0,0,0,,0,0,,,L,,,,,1,53052,2,HAN,338,S,S,283337,1,,192,20,0
NOK,J,,,,,0,176,20020301,20020311,1,O,135,AI,30100,0,0,0,,0,0,,,L,,,,,1,53052,3,HA2,1147,S,S,283337,1,,95,20,0
NOK,J,,,,,0,176,20010221,20010303,1,O,128,JI,30100,0,0,0,,0,0,NOK,,L,,,,,1,53053,1,LL1,38051,L,S,283285,10,,,20,0
NOK,J,,,,,0,176,20010221,20010303,1,O,128,JI,30100,0,0,0,,0,0,NOK,,L,,,,,1,53053,2,LL2,59,L,S,283285,10,,,20,0
NOK,N,,,,NOK,0,24,20010322,20010515,1,O,129,AK,40100,0,0,0,,0,0,NOK,,,,,,,1,53054,1,UAD,16200,M,K,283294,10,,,20,0
NOK,J,,,,NOK,0,24,20010322,20010515,1,O,129,AK,40100,0,0,0,,0,0,NOK,,,,,,,1,53054,2,UAD,500,E,K,283294,10,,KOMMISJON,20,0
NOK,N,,,,,0,24,20010312,20010326,1,O,105,AI,0,0,0,5000,,0,0,NOK,,,,,,,1,53054,3,IAV,0,K,K,807,3,,SINGAPORE AIRLI S:02,20,0
NLG,N,,,,,0,2,20010201,20010215,1,O,101,FK,0,0,0,5000,,0,0,NLG,,,,,,,1,53055,1,FRA,-8500,K,S,805,12,,SINGAPORE AIRLI S:11,20,0
NLG,N,J,,,,0,2,20010305,20010305,1,O,128,FI,30200,0,0,0,,0,0,DEM,,,,,,,1,53055,2,FRA,8500,M,S,283291,10,,,20,0
NLG,N,,,,,0,24,0,0,1,O,101,FK,0,0,0,5000,,0,0,NLG,,,,,,,1,53055,3,FRA,-8500,K,K,805,12,,SINGAPORE AIRLI S:11,20,0
DEM,N,,,,,0,2,20010305,20010305,1,O,128,FI,30100,0,0,0,,0,0,DEM,,,,,,,1,53055,6,UTL,170,B,S,283291,10,,,20,0
NLG,N,,,,,0,2,20010201,20010215,1,O,102,FK,0,0,0,5000,,0,0,NLG,,,,,,,1,53055,7,FRA,-8500,K,S,805,12,,SINGAPORE AIRLI S:11,20,0
NLG,N,J,,,,0,2,0,0,0,,0,,0,0,0,0,,0,0,NOK,,,,,,,1,53055,8,FRA,8500,M,S,0,0,,,0,0
NLG,N,,,,,0,24,0,0,1,O,102,FK,0,0,0,5000,,0,0,NLG,,,,,,,1,53055,9,FRA,-8500,K,K,805,12,,SINGAPORE AIRLI S:11,20,0
NLG,N,J,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,NOK,,,,,,,1,53055,10,FRA,8500,M,K,0,0,,,0,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53055,11,UTL,170,A,K,0,0,,,0,0
DEM,N,,,,,0,2,0,0,0,,0,,0,0,0,0,,0,0,DEM,,,,,,,1,53055,12,UTL,170,B,S,0,0,,,0,0
NOK,N,,,,,0,35,20020115,20020129,1,O,134,CI,30200,0,0,0,,0,0,NOK,,,,,,,1,53058,2,SPE,250,A,S,283321,1,,,20,0
NOK,N,,,B,NOK,500,35,20020115,20020129,1,O,134,EI,30200,0,0,0,,0,0,NOK,,,,,,,1,53058,3,TER,500,E,S,283321,1,,,20,0
NOK,N,J,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53059,1,SEA,0,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53059,2,SPE,250,A,K,0,0,,,0,0
NOK,N,,,B,,400,35,0,0,0,,1001986,,0,0,0,0,,0,0,,,,,,,,1,53059,3,TER,500,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53059,4,105,0,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53059,5,111,0,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53059,6,115,0,A,K,0,0,,,0,0
NOK,N,J,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53060,1,SEA,0,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53060,2,SPE,250,A,K,0,0,,,0,0
NOK,N,,,B,,400,35,0,0,0,,1001987,,0,0,0,0,,0,0,,,,,,,,1,53060,3,TER,500,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53060,4,105,0,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53060,5,111,0,A,K,0,0,,,0,0
NOK,N,,,,,0,35,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53060,6,115,0,A,K,0,0,,,0,0
NOK,N,,,,,0,30,20040301,20040311,1,O,127,FK,40100,0,0,30,,0,0,NOK,,,,,,,1,53060,7,FRA,-250,K,S,896,3,,LINJEGODS AS    S:11,20,0
NOK,N,,,,,0,35,20040301,20040311,1,O,127,FK,40100,0,0,30,,0,0,NOK,,,,,,,1,53060,8,FRA,-250,K,K,896,3,,LINJEGODS AS    S:11,20,0
NOK,N,,,,,0,600006,19981124,19981201,2,O,127,BK,40100,0,0,30,,0,0,NOK,,,,,,,1,53060,9,THC,-752,K,X,53789,3,,LINJEGODS AS    S:02,20,0
NOK,N,,,,,0,600009,19981124,19981201,2,O,127,BK,40100,0,0,30,,0,0,NOK,,,,,,,1,53060,10,THC,-32,K,X,53789,3,,LINJEGODS AS    S:02,20,0
NOK,J,,,,,0,176,20010223,20010305,1,O,128,JI,30100,0,0,0,,0,0,,,L,,,,,1,53064,2,LL1,38351,S,S,283289,12,,,20,0
NOK,J,,,,,0,176,20010223,20010305,1,O,128,JI,30100,0,0,0,,0,0,,,L,,,,,1,53064,3,LL2,59,S,S,283289,12,,,20,0
NOK,J,,,,,0,176,20010223,20010305,1,O,128,BI,30100,0,0,0,,0,0,,,,,,,,1,53064,4,FAK,50,S,S,283289,12,,,20,0
NOK,J,,,,,0,176,20010625,20010705,1,O,133,BI,30100,0,0,0,,0,0,,,,,,,,1,53065,1,FAK,50,S,S,283300,5,,,20,0
NOK,J,,,,,0,176,20010625,20010705,1,O,133,JI,30100,0,0,0,,0,0,,,L,,,,,1,53065,3,LL1,38581,S,S,283300,5,,,20,0
NOK,J,,,,,0,176,20010625,20010705,1,O,133,JI,30100,0,0,0,,0,0,,,L,,,,,1,53065,4,LL2,74,S,S,283300,5,,,20,0
NOK,J,,,,,0,176,20010625,20010705,1,O,133,JI,30100,0,0,0,,0,0,,,,,,,,1,53065,5,LL1,0,S,S,283300,5,,,20,0
USD,J,,,,NOK,0,50,0,0,0,,0,,0,0,0,0,,0,0,USD,,,,,,,1,53066,1,FOR,3584,M,X,0,0,,,0,0
USD,N,,,,NOK,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53066,2,FOR,1434,M,S,0,0,,,0,0
USD,N,J,,,NOK,0,50,20010305,20010319,1,O,128,FI,30200,0,0,0,,0,0,USD,,,,,,,1,53067,1,FRA,35000,S,K,283292,12,,,20,0
USD,J,,,,NOK,0,50,20010305,20010319,1,O,128,FI,30100,0,0,0,,0,0,USD,,,,,,,1,53067,2,UTL,700,S,K,283292,12,,,20,0
USD,N,,,,,0,50,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,1,53067,3,FAK,3584,A,K,0,0,,,0,0
