faval,fakdm,fakdul,fa01b,fakduk,facu33,fabelu,fakunr,fadato,fadaff,faavdr,faopko,fajour,faggrp,faaccn,faexra,fafrbn,falevn,famade,faagrn,fataxa,facuri,facd12,facd13,facd21,facd22,facd23,facd31,faavd,faopd,fali,favk,fabeln,fakda,fask,fafakt,famnd,facd32,favt,facc,faamou
NOK,J,,,,,0,24,20031031,20031207,0,O,44,BK,0,0,0,0,,0,0,,,,,,,,80,1102,12,FRA,1646,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,44,BK,0,0,0,0,,0,0,,,,,,,,80,1102,13,FRA,-353,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,45,BK,0,0,0,0,,0,0,,,,,,,,80,1102,14,FRA,1646,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,45,BK,0,0,0,0,,0,0,,,,,,,,80,1102,15,FRA,-353,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,46,BK,0,0,0,0,,0,0,,,,,,,,80,1102,16,FRA,1646,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,46,BK,0,0,0,0,,0,0,,,,,,,,80,1102,17,FRA,-353,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031208,0,O,50,BK,0,0,0,0,,0,0,,,,,,,,80,1102,18,FRA,1646,K,S,889,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031208,0,O,50,BK,0,0,0,0,,0,0,,,,,,,,80,1102,19,FRA,-415,K,S,889,10,,*AVF*FORDELT KOSTN.,20,0
NOK,N,,,,,1,1,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,,,,,,,,80,1103,0,FRA,1,M,I,500331,11,,,20,0
NOK,J,,,,,0,70,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1103,1,FRA,14,M,X,0,0,,,0,0
NOK,N,,,,,9,1,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,,,,,,,,80,1104,0,FRA,9,M,I,500331,11,,,20,0
NOK,J,J,,,NOK,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1104,1,FRA,117,E,X,0,0,,,0,0
NOK,N,,,,,2,1,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,,,,,,,,80,1105,0,FRA,2,M,I,500330,10,,,20,0
NOK,J,,,,,0,72,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1105,1,FRA,24,M,X,0,0,,,0,0
NOK,N,,,,,108,1,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,,,,X,,,,80,1106,0,FRA,108,M,I,500331,11,,,20,0
NOK,J,,,,,0,1,20020228,20020423,0,O,32,DK,0,0,0,0,,0,0,,,,,,,,80,1106,2,FRA,-7,K,I,846,2,,*AGF*GODSKR FORDELT,20,0
NOK,J,,,,,0,1,20020228,20020423,0,O,32,DI,0,0,0,0,,0,0,,,,,,,,80,1106,3,FRA,7,K,I,846,2,,*AGF*GODSKR FORDELT,20,0
NOK,N,,,,,90,1,20020313,0,80,O,35,CI,30100,0,0,0,,243,0,,,,,,,,80,1107,0,FRA,90,M,I,500331,11,,,20,0
NOK,J,,,,,0,25,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1107,1,FRA,150,M,X,0,0,,,0,0
NOK,N,,,,NOK,78750,1,20020313,0,80,O,35,CI,30100,0,0,0,,0,0,,,,,,,,80,1107,2,FRA,78750,A,I,500331,11,,,20,0
NOK,J,,,,,0,30,20011214,20011228,80,O,134,AI,31100,0,0,0,,0,0,,,,,,,,80,1109,0,FRA,50,S,S,283317,11,,,20,0
NOK,N,J,,,NOK,0,31,20011214,20011228,80,O,134,AI,31100,0,0,0,,0,0,,,,,,,,80,1109,2,FRA,500,S,X,283318,11,,,20,0
USD,N,J,,,NOK,0,33,20011214,20011228,80,O,134,AI,31100,0,0,0,,0,0,USD,,,,,,,80,1109,3,FRA,999,S,X,283319,11,,,20,0
USD,J,,,,NOK,0,33,20011214,20011228,80,O,134,FI,30100,0,0,0,,0,0,USD,,,,,,,80,1109,4,UTL,30,S,X,283319,11,,,20,0
NOK,J,,,,,0,30,20011214,20011228,80,O,134,BI,30100,0,0,0,,0,0,,,,,,,,80,1109,5,OIL,1,S,S,283317,11,,,20,0
NOK,N,J,,,NOK,0,24,20011214,20020214,80,O,134,AI,31100,0,0,0,,0,0,NOK,,,,,,,80,1109,6,FRA,555,M,X,283320,11,,,20,0
NOK,J,,,,NOK,0,24,20011214,20020214,80,O,134,FI,30100,0,0,0,,0,0,NOK,,,,,,,80,1109,7,UTL,15,A,X,283320,11,,,20,0
NOK,J,J,,,NOK,0,30,20020123,20020206,80,O,134,AI,31100,0,0,0,,0,0,NOK,,,,,,,80,1109,8,FOM,1000,M,S,283323,11,,,20,0
NOK,J,,,,NOK,0,30,20020123,20020206,80,O,134,FI,30100,0,0,0,,0,0,NOK,,,,,,,80,1109,9,UTL,20,B,S,283323,11,,,20,0
NOK,J,,,,,0,62,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1111,0,FRA,100,M,S,0,0,,,0,0
NOK,N,,,,,0,1,20020313,0,80,O,35,DK,31100,0,0,0,,0,0,,,,X,,,,80,1111,1,FRA,-7,I,I,500330,10,,,20,0
NOK,J,,,,,0,62,20020228,20020423,0,O,32,BK,0,0,0,0,,0,0,,,,,,,,80,1111,2,FRA,-82,K,S,846,2,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,62,20020630,20020625,0,O,33,BK,0,0,0,0,,0,0,,,,,,,,80,1111,3,FRA,-11,K,S,865,9,,*AGF*GODSKR FORDELT,20,0
NOK,N,,,,,7,1,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,,,,,,,,80,1112,0,FRA,7,M,I,500330,10,,,20,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,249,0,,,,X,,,,80,1113,0,FRA,999,M,S,0,0,,,0,0
NOK,N,,,,,0,1,20020313,0,80,O,35,DK,31100,0,0,0,,0,0,,,,X,,,,80,1113,1,FRA,-21,I,I,500330,10,,,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,41,BK,0,0,0,0,,0,0,,,,,,,,80,1113,2,FRA,-561,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,41,BK,0,0,0,0,,0,0,,,,,,,,80,1113,3,FRA,120,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,42,BK,0,0,0,0,,0,0,,,,,,,,80,1113,4,FRA,-561,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,42,BK,0,0,0,0,,0,0,,,,,,,,80,1113,5,FRA,120,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,43,BK,0,0,0,0,,0,0,,,,,,,,80,1113,6,FRA,-561,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,43,BK,0,0,0,0,,0,0,,,,,,,,80,1113,7,FRA,120,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,44,BK,0,0,0,0,,0,0,,,,,,,,80,1113,8,FRA,-561,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,44,BK,0,0,0,0,,0,0,,,,,,,,80,1113,9,FRA,120,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,45,BK,0,0,0,0,,0,0,,,,,,,,80,1113,10,FRA,-561,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,45,BK,0,0,0,0,,0,0,,,,,,,,80,1113,11,FRA,120,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,46,BK,0,0,0,0,,0,0,,,,,,,,80,1113,12,FRA,-561,K,S,884,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031207,0,O,46,BK,0,0,0,0,,0,0,,,,,,,,80,1113,13,FRA,120,K,S,884,10,,*AVF*FORDELT KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031208,0,O,50,BK,0,0,0,0,,0,0,,,,,,,,80,1113,14,FRA,-561,K,S,889,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,20031031,20031208,0,O,50,BK,0,0,0,0,,0,0,,,,,,,,80,1113,15,FRA,141,K,S,889,10,,*AVF*FORDELT KOSTN.,20,0
NOK,N,,,,,21,1,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,,,,,,,,80,1114,0,FRA,21,M,I,500330,10,,,20,0
NOK,J,,,,,0,24,20020506,20020715,80,O,139,BI,31100,0,0,0,,0,0,NOK,,,X,,,,80,1115,0,FRA,10,M,S,283365,11,,,20,0
NOK,N,,,,,0,1,20020313,0,80,O,35,DK,31100,0,0,0,,0,0,,,,X,,,,80,1115,1,FRA,-36,I,I,500330,10,,,20,0
NOK,J,,,,NOK,0,24,20020506,20020715,80,O,141,BI,31100,0,0,0,,0,0,NOK,,,X,,,,80,1115,2,FRA,-666,M,S,283367,11,,TEST KREDIT 666,20,0
NOK,J,,,,,0,24,20020630,20020625,0,O,33,BK,0,0,0,0,,0,0,,,,,,,,80,1115,3,FRA,-440,K,S,865,9,,*AGD*GODSKR DIREKTE,20,0
NOK,J,,,,,0,24,20020630,20020625,0,O,33,BK,0,0,0,0,,0,0,,,,,,,,80,1115,4,FRA,586,K,S,865,9,,*AGD*GODSKR DIREKTE,20,0
NOK,N,,,,,36,1,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,,,,,,,,80,1116,0,FRA,36,M,I,500330,10,,,20,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,0,FRA,150,M,S,0,0,,,0,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,1,FAK,50,A,S,0,0,,,0,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,2,FOR,250,B,S,0,0,,,0,0
NOK,N,J,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,4,SEA,3,A,S,0,0,,,0,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,5,SPE,170,A,S,0,0,,,0,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,6,TGI,136,A,S,0,0,,,0,0
NOK,J,,,,,0,24,20020228,20020423,0,O,32,AK,0,0,0,0,,0,0,,,,,,,,80,1117,9,FRA,-132,K,S,846,2,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,10,OIL,5,M,S,0,0,,,0,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1117,11,UTL,15,A,S,0,0,,,0,0
NOK,J,,,,,0,24,20021031,20021024,0,O,37,AK,0,0,0,0,,0,0,,,,,,,,80,1117,12,FRA,-132,K,S,871,10,,*AVR*DIREKTE KOSTN.,20,0
HFL,J,,,,,0,19,0,0,0,,0,,0,0,0,0,,0,0,HFL,,,X,,,,80,1118,0,FRA,484,M,K,0,0,,,0,0
DEM,N,,,,,0,2,20020313,0,80,O,35,DK,31100,0,0,0,,0,0,DEM,,,X,,,,80,1118,1,FRA,-35,I,I,500330,10,,,20,0
NOK,J,,,,,0,19,20020228,20020423,0,O,32,BK,0,0,0,0,,0,0,,,,,,,,80,1118,2,FRA,-95,K,K,846,2,,*AVR*DIREKTE KOSTN.,20,0
DEM,N,,,,,35,2,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,DEM,,,X,,,,80,1119,0,FRA,35,M,I,500330,10,,,20,0
NOK,J,,,,,0,19,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1119,1,FRA,35,M,X,0,0,,,0,0
NOK,N,,,,,0,2,20040630,20040714,0,O,54,DK,0,0,0,0,,0,0,,,,,,,,80,1119,2,FRA,-60,K,I,903,1,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,2,20050531,20050612,0,O,0,BK,0,0,0,0,,0,0,,,,,,,,80,1119,3,FRA,0,K,S,917,5,,*AGF*GODSKR FORDELT,20,0
DEM,N,,,,,14,2,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,DEM,,,,,,,80,1120,0,FRA,14,M,I,500330,10,,,20,0
NOK,J,,,,,0,25,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1120,1,FRA,14,M,X,0,0,,,0,0
DEM,N,,,,,36,2,20020313,0,80,O,35,DI,30100,0,0,0,,0,0,DEM,,,,,,,80,1121,0,FRA,36,M,I,500330,10,,,20,0
NOK,J,,,,,0,4,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1121,1,FRA,36,M,X,0,0,,,0,0
DEM,N,,,,,43,2,20020503,0,80,O,36,DI,30100,0,0,0,,0,0,DEM,,,X,,,,80,1123,0,FRA,43,M,I,8,2,,,20,0
NOK,J,,,,,0,4,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1123,1,FRA,38,M,X,0,0,,,0,0
NOK,J,,,,,0,2,20020228,20020423,0,O,32,DK,0,0,0,0,,0,0,,,,,,,,80,1123,2,FRA,-71,K,I,846,2,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,2,20020630,20020625,0,O,33,DK,0,0,0,0,,0,0,,,,,,,,80,1123,3,FRA,-8,K,I,865,9,,*AGF*GODSKR FORDELT,20,0
DEM,N,,,,,54,2,20020503,0,80,O,36,DI,30100,0,0,0,,0,0,DEM,,,X,,,,80,1124,0,FRA,54,M,I,8,2,,,20,0
NOK,J,,,,,0,4,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1124,1,FRA,47,M,X,0,0,,,0,0
NOK,J,,,,,0,2,20020228,20020423,0,O,32,DK,0,0,0,0,,0,0,,,,,,,,80,1124,2,FRA,-89,K,I,846,2,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,2,20020630,20020625,0,O,33,DK,0,0,0,0,,0,0,,,,,,,,80,1124,3,FRA,-11,K,I,865,9,,*AGF*GODSKR FORDELT,20,0
NOK,N,,,,,0,2,20020503,0,80,O,36,DK,31100,0,0,0,,0,0,,,,X,,,,80,1125,1,FRA,-22,I,I,500333,11,,,20,0
NOK,J,,,,NOK,0,24,20020506,20020715,80,O,137,BI,31100,0,0,0,,0,0,,,,X,,,,80,1125,2,FRA,-500,M,S,283364,11,,TEST 500 KREDIT,20,0
NOK,J,,,,NOK,0,24,20020506,20020715,80,O,140,BI,31100,0,0,0,,0,0,,,,X,,,,80,1125,3,FRA,-155,M,S,283366,11,,TEST KREDIT 155,20,0
NOK,J,,,,,0,24,20020630,20020625,0,O,33,BK,0,0,0,0,,0,0,,,,,,,,80,1125,4,FRA,136,K,S,865,9,,*AGD*GODSKR DIREKTE,20,0
NOK,J,,,,,0,24,20020506,20020506,80,O,151,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1125,5,FRA,500,K,S,851,4,,701550001397449 S:11,20,0
NOK,N,,,,,22,2,20020503,0,80,O,36,DI,30100,0,0,0,,0,0,,,,,,,,80,1126,0,FRA,22,M,I,500333,11,,,20,0
NOK,J,,,,,0,27,0,0,0,,0,,0,0,0,0,,230,0,,,,X,,,,80,1127,0,FRA,600,M,S,0,0,,,0,0
DEM,N,,,,,0,2,20020503,0,80,O,36,DK,31100,0,0,0,,0,0,DEM,,,X,,,,80,1127,1,FRA,-22,I,I,8,2,,,20,0
NOK,N,,,,,0,27,20021031,20021028,0,O,37,BK,0,0,0,0,,0,0,,,,,,,,80,1127,2,FRA,-209,K,S,870,10,,*AVR*DIREKTE KOSTN.,20,0
DEM,N,,,,,22,2,20020503,0,80,O,36,DI,30100,0,0,0,,0,0,DEM,,,X,,,,80,1128,0,FRA,22,M,I,8,2,,,20,0
NOK,J,,,,,0,27,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1128,1,FRA,85,M,X,0,0,,,0,0
NOK,J,,,,,0,2,20020228,20020423,0,O,32,DK,0,0,0,0,,0,0,,,,,,,,80,1128,2,FRA,-94,K,I,846,2,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,2,20020630,20020625,0,O,33,DK,0,0,0,0,,0,0,,,,,,,,80,1128,3,FRA,0,K,I,865,9,,*AGF*GODSKR FORDELT,20,0
NOK,N,,,,,0,2,20020503,0,80,O,36,CK,31100,0,0,0,,0,0,,,,X,,,,80,1129,1,FRA,-4,I,I,500334,10,,,20,0
NOK,J,,,,,0,25,20021031,20021024,0,O,37,AK,0,0,0,0,,0,0,,,,,,,,80,1129,2,FRA,304,K,S,871,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,4,2,20020503,0,80,O,36,CI,30100,0,0,0,,0,0,,,,X,,,,80,1130,0,FRA,4,M,I,500334,10,,,20,0
NOK,J,,,,,0,25,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1130,1,FRA,85,M,X,0,0,,,0,0
NOK,J,,,,,0,2,20071130,20071228,0,O,68,AK,0,0,0,1000,,0,0,,,,,,,,80,1130,2,FRA,-79,K,S,945,1,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1131,0,FRA,1350,M,S,0,0,,,0,0
NOK,N,,,,,0,2,20020503,0,80,O,36,DK,31100,0,0,0,,0,0,,,,,,,,80,1131,1,FRA,-67,I,I,500332,9,,,20,0
NOK,J,,,,,0,24,20020630,20020625,0,O,33,BK,0,0,0,0,,0,0,,,,,,,,80,1131,2,FRA,-468,K,S,865,9,,*AGF*GODSKR FORDELT,20,0
NOK,N,,,,,67,2,20020503,0,80,O,36,DI,30100,0,0,0,,0,0,,,,X,,,,80,1132,0,FRA,67,M,I,500332,9,,,20,0
NOK,J,,,,,0,2,20020630,20020626,0,O,35,DK,0,0,0,0,,0,0,,,,,,,,80,1132,1,FRA,-59,K,I,867,6,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,0,2,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1132,2,FRA,-54,K,S,872,11,,SYSTEMA A/S     S:02,20,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1133,0,FRA,930,M,S,0,0,,,0,0
NOK,N,,,,,0,2,20020503,0,80,O,36,CK,31100,0,0,0,,0,0,,,,X,,,,80,1133,1,FRA,-67,I,I,500332,9,,,20,0
NOK,J,,,,,0,24,20021031,20021024,0,O,37,AK,0,0,0,0,,0,0,,,,,,,,80,1133,2,FRA,-159,K,S,871,10,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,67,2,20020503,0,80,O,36,DI,30100,0,0,0,,0,0,,,,X,,,,80,1134,0,FRA,67,M,I,500332,9,,,20,0
NOK,J,,,,,0,2,20020630,20020626,0,O,35,DK,0,0,0,0,,0,0,,,,,,,,80,1134,1,FRA,-59,K,I,867,6,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,0,2,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1134,2,FRA,-54,K,S,872,11,,SYSTEMA A/S     S:02,20,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1135,0,FRA,930,M,S,0,0,,,0,0
NOK,N,,,,,0,2,20020503,0,80,O,36,DK,31100,0,0,0,,0,0,,,,,,,,80,1135,1,FRA,-67,I,I,500332,9,,,20,0
NOK,J,,,B,NOK,400,24,0,0,0,,1002421,,0,0,0,5000,,0,0,,,,,,,,80,1135,2,TER,500,E,S,0,0,,,0,0
DEM,N,,,,,0,2,20040630,0,80,O,40,DK,31100,0,0,0,,0,0,DEM,,,X,,,,80,1135,3,FRA,-30005,I,I,900026,1,,,20,0
DEM,N,,,,,30005,2,20040630,0,80,O,40,DI,30100,0,0,0,,0,0,DEM,,,X,,,,80,1136,0,FRA,30005,M,I,900026,1,,,20,0
NOK,J,,,,,0,2,20020630,20020626,0,O,35,DK,0,0,0,0,,0,0,,,,,,,,80,1136,1,FRA,-59,K,I,867,6,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,0,2,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1136,2,FRA,-54,K,S,872,11,,SYSTEMA A/S     S:02,20,0
NOK,N,,,,,4,2,20020503,0,80,O,36,CI,30100,0,0,0,,0,0,,,,X,,,,80,1137,0,FRA,4,M,I,500332,9,,,20,0
NOK,J,,,,,0,1000,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1137,1,FRA,85,M,X,0,0,,,0,0
NOK,J,,,,,0,2,20020630,20020626,0,O,35,CK,0,0,0,0,,0,0,,,,,,,,80,1137,2,FRA,-79,K,I,867,6,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,0,1000,20021010,20021024,80,O,118,AK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1137,3,FRA,0,K,X,872,11,,SYSTEMA A/S     S:02,20,0
NOK,J,,,,,0,2,20040731,20040830,0,O,55,CK,0,0,0,0,,0,0,,,,,,,,80,1137,4,FRA,-75,K,I,904,7,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,2,20040731,20040830,0,O,56,CK,0,0,0,0,,0,0,,,,,,,,80,1137,5,FRA,-75,K,I,904,7,,*AVR*DIREKTE KOSTN.,20,0
NOK,J,,,,,0,2,20040731,20040830,0,O,57,CK,0,0,0,0,,0,0,,,,,,,,80,1137,6,FRA,-75,K,I,1904,7,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,0,2,20040801,20040815,80,O,128,AK,40100,0,0,5000,,0,0,NOK,,,,,,,80,1137,7,FRA,0,K,S,906,8,,SINGAPORE AIRLI S:02,20,0
NOK,N,,,,,0,1000,20040801,20040815,80,O,128,AK,40100,0,0,5000,,0,0,NOK,,,,,,,80,1137,8,FRA,-1,K,X,906,8,,SINGAPORE AIRLI S:02,20,0
NOK,J,,,,,0,2,20040731,20040830,0,O,59,CK,0,0,0,0,,0,0,,,,,,,,80,1137,9,FRA,-75,K,I,1904,7,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,36,2,20021007,0,80,O,37,DI,30100,0,0,0,,0,0,,,,X,,,,80,1138,0,FRA,147,M,I,900002,8,,,20,0
NOK,J,,,,,0,24,0,0,0,,0,,0,0,0,0,,0,0,,,,X,,,,80,1138,1,FRA,44,M,X,0,0,,,0,0
NOK,J,,,,,0,2,20020630,20020626,0,O,35,DK,0,0,0,0,,0,0,,,,,,,,80,1138,2,FRA,-71,K,I,867,6,,*AVR*DIREKTE KOSTN.,20,0
NOK,N,,,,,0,2,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1138,3,FRA,0,K,S,872,11,,SYSTEMA A/S     S:02,20,0
NOK,N,,,,,0,24,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1138,4,FRA,0,K,X,872,11,,SYSTEMA A/S     S:02,20,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1139,0,FRA,1200,M,S,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1139,1,OIL,30,M,S,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1140,0,FRA,2500,M,S,0,0,,,0,0
NOK,N,,,,NOK,0,30,20021120,0,80,O,38,DK,31100,0,0,0,,0,0,,,,,,,,80,1140,3,FRA,-70,A,I,900008,10,,,20,0
NOK,N,,,,NOK,0,30,20021120,0,80,O,38,DI,30100,0,0,0,,0,0,,,,,,,,80,1140,5,FRA,70,I,I,900008,10,,,20,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1140,6,OIL,63,M,S,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1141,0,FRA,12000,M,S,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1141,1,OIL,300,M,S,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,230,0,,,,,,,,80,1142,0,FRA,3333,M,S,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1142,1,OIL,83,M,S,0,0,,,0,0
NOK,N,,,,,0,30,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1142,2,FRA,-2,K,S,872,11,,SYSTEMA A/S     S:02,20,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,230,0,,,,,,,,80,1143,0,FRA,5000,M,S,0,0,,,0,0
NOK,N,,,,NOK,0,30,20021120,0,80,O,38,DK,31100,0,0,0,,0,0,,,,,,,,80,1143,1,FRA,-55,M,I,900008,10,,,20,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1143,2,OIL,125,M,S,0,0,,,0,0
NOK,N,,,,,0,30,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1143,3,FRA,-4329,K,S,872,11,,SYSTEMA A/S     S:02,20,0
NOK,N,,,,,0,101,20021015,20021029,80,O,150,BI,31100,0,0,0,,0,0,NOK,,,X,,,,80,1144,0,FRA,4296,M,S,283372,10,,,20,0
NOK,N,,,,,0,101,20021015,20021029,80,O,150,BI,30100,0,0,0,,0,0,NOK,,,X,,,,80,1144,1,OIL,107,M,S,283372,10,,,20,0
NOK,N,,,,,0,101,20021031,20021028,0,O,37,BK,0,0,0,0,,0,0,,,,,,,,80,1144,2,FRA,-3780,K,S,870,10,,*AVR*DIREKTE KOSTN.A,20,0
NOK,N,,,,,0,101,20021031,20021028,0,O,37,BK,0,0,0,0,,0,0,,,,,,,,80,1144,3,FRA,-220,K,S,870,10,,*AVF*FORDELT KOSTN.A,20,0
NOK,N,,,,,0,101,20021010,20021024,80,O,118,BK,41100,0,0,1000,,0,0,NOK,,,,,,,80,1144,4,FRA,-500,K,S,872,11,,SYSTEMA A/S     S:02,20,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1145,0,FRA,4800,M,S,0,0,,,0,0
NOK,J,,,,,0,30,0,0,0,,0,,0,0,0,0,,0,0,,,,,,,,80,1145,1,OIL,120,M,S,0,0,,,0,0
NOK,J,,,,,0,30,20040321,20040404,80,O,162,BI,31100,0,0,0,,273,0,NOK,,,,,,,80,1146,0,FRA,3000,S,S,283417,1,,,20,0
NOK,N,,,,,0,1,20021120,0,80,O,38,DK,40100,0,0,0,,0,0,,,,,,,,80,1146,2,FRA,-4965,I,I,900008,10,,,20,0
